dt,grain_id,v,ASP_monthly,ASP_Consumer,ASP_Graphics,ASP_Mobile,ASP_PC,ASP_Server,MACRO KR CPI,MACRO US CPI,MACRO CN CPI,MACRO US Unemployment Rate,MACRO China Unemployment Rate,MACRO US Interest Rate,MACRO China LPR,MACRO US PMI Manufacturing,MACRO China PMI,MACRO China Credit Impulse,MACRO 70 Cities Housing Price YoY,MACRO KR CCI,MACRO Conference Board US,MACRO Conference Board CHINA,MACRO M1 Money Stock,MACRO M2 Money Stock,MACRO CN PPI,ASP (1Gb eqM),bit demand(mGb) AI accelerators,bit demand(mGb) Data center servers,bit demand(mGb) Deskbound PCs,bit demand(mGb) Total,bit demand(mGb) Upgrade module,consumer demand (mGb)-Total,DRAM demand (Gbm) Total,DRAM revenue ($m),Global demand(1Gbeqm) Total demand,Mobile commdem(mGb) High-end smartphone,Mobile commdem(mGb) Low-end smartphone,Mobile commdem(mGb) Mid-end smartphone,Mobile commdem(mGb) Tablets,Mobile commdem(mGb) Total,Unit shipments by app Total,Wired application dem (Gbm) Total,Total Vendor Revenue,Total Shipment Units,Total End-User Spending,Memory capex ($bn R),Industry capex ($bn R),(smartphone)SI-per-ST Ratio Total,(smartphone)Sell-Through Total Market,(smartphone)Sell-In Total,(smartphone)Inventory of new products Total,(smartphone)Inventory of lifetime shipments Total,(smartphone)Inventory in weeks of lifetime shipments Total,(handset)SI-per-ST Ratio Total,(handset)Sell-Through Total Market,(handset)Sell-In Total,(handset)Inventory of new products Total,(handset)Inventory of lifetime shipments Total,CN10YT=RR,CN3YT=RR,US10YT=RRPS,US3YT=RRPS,BZZc1,GCc1,HGc1,NGc1,PAc1,PLc1,CSI300,INX,OVX,SKEWX,VIX,ASP by vendor Micron,ASP by vendor Samsung,ASP by vendor SK hynix,DRAM ASP forecast 1Gb equivalent price,DRAM quarterly shipments 1Gb equivalent unit,Gb per wafer Industry average,Global supply(1Gbeqm) Total supply,Industry operating income,Industry operating margin,Micron cash costs,"Micron fab 12"" total (1Gb million units)",Micron fab Total output (1Gb million units),Micron loaded costs,Micron shipments 1Gb equivalent unit,Nanya loaded costs,Samsung cash costs,"Samsung fab 12"" total (1Gb million units)",Samsung fab Total (K wafers/quarter),Samsung loaded costs,Samsung shipments 1Gb equivalent unit,Shipment detail_Y 1Gb equivalent,Shipments pivot table total,SK hynix cash costs,"SK hynix fab 12"" total (1Gb million units)",SK hynix fab Total (K wafers/quarter),SK hynix loaded costs,SK hynix shipments 1Gb equivalent unit,Supply-Production-based Total,Total DRAM shipments(1Gbeqm),Waferoutput12-inch Micron,Waferoutput12-inch Samsung,Waferoutput12-inch SK hynix,Waferoutput12-inch Total,Capex by region ($m)-Total,Capex by Tech ($m)-Memory,Days of inventory,Days of inventory (R),Days of inventory by technology group - Analog,Days of inventory by technology group - Average DOI,Days of inventory by technology group - Discrete,Days of inventory by technology group - Logic,Days of inventory by technology group - Memory,Days of inventory by technology group - Microcomponents,DOI Inventory(mil),Fabless semiconductor companies Inventory(mil),Fndry rev forecast-IDM foundry revenue,Fndry rev forecast-Pure-play foundry revenue,Fndry rev forecast-Total foundry revenue,Foundry revenue by IDM by region (incl Samsung)-Total,Global capex,Global semiconductor revenue($bn),IDMs Inventory(mil),Industry revenue without memory ($bn),Inventory coverage,Memory capex,Memory revenue ($bn),Min average Max average,Pure-play foundries Inventory(mil),Quarterly foundry revenue-Total,Quarterly industry inventory value (L),Quarterly industry inventory value (L) - k,Quarterly semiconductor industry revenue (L) - k,Quarterly semiconductor industry revenue (R),Revenue of fabless semiconductor companies,Semiconductor revenue,Total industry capex ($bn),Total industry revenue ($bn),Total industry silicon (Msquareinch)Total,Total Inventory(mil),Total semiconductor industry revenue,Total-Quarterly industry revenue (R),Wafer size-total,DRAMDXI
2016-11-01,ASP_monthly,0.57,0.51500158,0.593612275,0.521862246,0.600794278,0.396281628,0.48957734,96.247,1.5,91.80062,4.9,5.0,0.375,4.25,51.5,54.0,51.4,11.2,2.4,98.126,104.6,3467.0,13050.0,0.1,0.529582,154.6923077,2910.55942,1069.394517,8379.926524,1076.620661,991.6363386,15571.49413,9318.0,15576.23431,2114.25267,972.1187306,1609.964384,380.1639236,5416.089216,963.0444223,616.6993031,55682.55952,11090.86171,59364.67762,23.83634107,36.20783943,1.052464352,129.04,135.81,52.122898,164.5192315,5.520522878,1.071123321,163.8,175.45,77.916486,168.4358015,0.9733750147619047,0.9767602026190476,0.9827368232857142,0.9902176671428571,51.387619047619054,1263.6714285714286,2.1400952380952383,3.0742857142857143,645.2761904761904,954.3428571428572,3307.097619047619,2143.0209523809526,36.04714285714286,122.73904761904762,14.585238095238097,0.507389129,0.542805554,0.472433179,0.529582,17469.5162,5395.242511,17526.09406,2030.780937,0.228820387,0.382673294,2662.817137,2662.817137,0.515856597,3642.175,0.455204137,0.232277301,8037.745696,1217.714948,0.350652388,8030.5,75371.40506,17595.03233,0.263710784,5064.741115,914.064768,0.383795641,5069.5,17526.09406,17595.00889,990,1530,1095,4047,15220.32156,23836,91.91441113,91.91441113,126.0484518,91.91441113,99.20263884,77.3588614,60.81198677,96.15011685,91.91441113,4162.11,5065.0,45095.93,50160.93,2023,15220.32156,346.1450005,25077.705,265.3030006,0.394360709,6159.183475,80.8419999,11.84210526,3667.22,11728.0,32907.035,32.907035,83.444,83444,23.23451072,83444,60.04418051,346.1450005,9869.06,32907.035,83.444,83444,4911691.774,20309.49
2016-12-01,ASP_monthly,0.57,0.545792586,0.553713581,0.503759469,0.569609671,0.415634168,0.470340216,96.379,1.6,91.71098,4.6,5.0,0.375,4.25,51.9,54.0,51.4,12.3,2.7,93.822,107.2,3482.8,13078.8,1.2,0.518337897,154.6923077,3408.01843,1104.178417,9330.802453,1092.54608,1203.345114,17932.66657,10866.0,17938.85356,2481.304797,1184.786513,2034.566897,459.0740821,6543.293859,1030.770673,674.1538333,55682.55952,11090.86171,59364.67762,23.83634107,36.20783943,0.953303403,134.24897,127.98,52.122898,158.2502615,5.104125805,0.979448238,165.75659,162.35,77.916486,165.0292115,0.9723739248181819,0.9764374195454546,0.9789852792727273,0.9879639463636363,47.07636363636364,1233.2636363636364,2.4727272727272727,2.879818181818182,701.9431818181819,953.2954545454545,3430.696363636364,2166.791818181818,46.333636363636366,127.44227272727272,15.108636363636363,0.512746657,0.51506202,0.478161758,0.518337897,20832.89256,6021.937335,20575.87724,2726.251701,0.262063991,0.353325689,3146.096727,3146.096727,0.477958061,4349.12636,0.456824718,0.204709821,9818.891341,1285.057478,0.324088895,10158.0,75371.40506,20963.18293,0.256760788,5520.748048,938.72844,0.371414243,5483.5,20575.87724,20963.15949,990,1530,1095,4047,17631.23302,23836,83.6,83.6,114.8894643,83.6,87.71713739,76.59843156,59.7631362,79.14767845,83.6,4675.77,5065.0,45095.93,50160.93,2033,17631.23302,346.1450005,24928.79,265.3030006,0.352108763,7224.650147,80.8419999,11.15789474,3546.48,13513.0,33151.04,33.15104,94.15,94150,26.48495697,94150,60.04418051,346.1450005,9869.06,33151.04,94.15,94150,4981964.385,20309.49
2017-01-02,ASP_monthly,0.69,0.552177966,0.553713581,0.503759469,0.569609671,0.415634168,0.470340216,96.237,1.7,91.80062,4.6,5.0,0.625,4.25,53.2,54.0,51.4,12.6,-4.0,100.924,108.6,3332.2,13262.4,3.3,0.518337897,154.6923077,3408.01843,1104.178417,9330.802453,1092.54608,1203.345114,17932.66657,10866.0,17938.85356,2481.304797,1184.786513,2034.566897,459.0740821,6543.293859,1030.770673,674.1538333,55682.55952,11090.86171,59364.67762,23.83634107,36.20783943,0.993069153,141.0073,140.03,52.122898,157.2729615,4.829479914,1.019408816,173.04147,176.4,77.916486,168.3877415,0.9692059568636363,0.9724205246363637,0.9757270615454545,0.9853435648636364,54.92727272727273,1150.509090909091,2.5625454545454542,3.5872727272727274,702.4863636363636,917.6181818181817,3386.8245454545454,2247.409090909091,32.30136363636364,125.1190909090909,12.425454545454546,0.512746657,0.51506202,0.478161758,0.518337897,20832.89256,6021.937335,20575.87724,2726.251701,0.262063991,0.353325689,3146.096727,3146.096727,0.477958061,4349.12636,0.456824718,0.204709821,9818.891341,1285.057478,0.324088895,10158.0,75371.40506,20963.18293,0.256760788,5520.748048,938.72844,0.371414243,5483.5,20575.87724,20963.15949,990,1530,1095,4047,17631.23302,23836,83.6,83.6,114.8894643,83.6,87.71713739,76.59843156,59.7631362,79.14767845,83.6,4675.77,5065.0,45095.93,50160.93,2033,17631.23302,346.1450005,24928.79,265.3030006,0.352108763,7224.650147,80.8419999,11.15789474,3546.48,13513.0,33151.04,33.15104,94.15,94150,26.48495697,94150,60.04418051,346.1450005,9869.06,33151.04,94.15,94150,4981964.385,20309.49
2017-02-01,ASP_monthly,0.69,0.583649787,0.553713581,0.503759469,0.569609671,0.415634168,0.470340216,96.342,2.1,91.97992,4.7,5.0,0.625,4.25,54.7,54.0,51.4,12.4,-5.7,105.658,108.4,3519.3,13298.9,5.5,0.518337897,154.6923077,3408.01843,1104.178417,9330.802453,1092.54608,1203.345114,17932.66657,10866.0,17938.85356,2481.304797,1184.786513,2034.566897,459.0740821,6543.293859,1030.770673,674.1538333,55682.55952,11090.86171,59364.67762,23.83634107,36.20783943,1.085508623,156.23091,169.59,52.122898,170.6320515,4.729133196,1.0908555,190.630198,207.95,77.916486,185.7075435,0.9685355825909091,0.9723821762727273,0.9763339293636364,0.985518316,55.49136363636364,1191.3227272727272,2.615931818181818,3.3166818181818183,748.1477272727273,971.2590909090909,3352.5413636363637,2273.445,31.236818181818183,131.21318181818182,11.701818181818181,0.512746657,0.51506202,0.478161758,0.518337897,20832.89256,6021.937335,20575.87724,2726.251701,0.262063991,0.353325689,3146.096727,3146.096727,0.477958061,4349.12636,0.456824718,0.204709821,9818.891341,1285.057478,0.324088895,10158.0,75371.40506,20963.18293,0.256760788,5520.748048,938.72844,0.371414243,5483.5,20575.87724,20963.15949,990,1530,1095,4047,17631.23302,23836,83.6,83.6,114.8894643,83.6,87.71713739,76.59843156,59.7631362,79.14767845,83.6,4675.77,5065.0,45095.93,50160.93,2033,17631.23302,346.1450005,24928.79,265.3030006,0.352108763,7224.650147,80.8419999,11.15789474,3546.48,13513.0,33151.04,33.15104,94.15,94150,26.48495697,94150,60.04418051,346.1450005,9869.06,33151.04,94.15,94150,4981964.385,20309.49
2017-03-01,ASP_monthly,0.69,0.659008782,0.606578406,0.565749703,0.579718638,0.55494087,0.5280875,97.366,2.5,92.96606,4.8,5.0,0.625,4.25,56.0,54.0,51.4,12.2,-6.7,105.981,109.2,3306.5,13280.7,6.9,0.562032191,154.6923077,4393.41308,1221.333088,10865.47431,1092.342919,1989.335285,22272.01038,12660.0,22279.16692,3056.530071,1442.727442,2928.29258,602.7174821,8473.921516,1144.370776,748.2793909,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,0.979787756,130.416,127.78,52.122898,167.9960515,5.577712112,0.97476247,168.4,164.15,77.916486,181.6309235,0.9670283738500001,0.9716871856499999,0.9763829777499999,0.98553301465,55.977999999999994,1234.6950000000002,2.6948250000000002,2.9031,773.865,1009.6700000000001,3425.935,2330.973,27.296999999999997,135.125,11.5285,0.559688939,0.554529726,0.530864895,0.562032191,22382.9915,6272.454713,21866.54572,4136.199,0.339505787,0.383823269,3491.028561,3491.028561,0.489727822,4997.41875,0.479799122,0.201391616,9841.676688,1275.399726,0.307763998,10316.85,75371.40506,22525.4236,0.244893854,6191.623958,983.5676325,0.345036034,6195.55,21866.54572,22525.40017,990,1530,1095,4047,20573.03,27718,89.9,89.9,119.1,89.9,98.1,76.8,60.9,94.7,89.9,5024.54,7514.0,49542.0,57056.0,1950,20573.03,354.691,24177.4798,272.7369999,0.333684473,8852.1659,81.9540001,10.27777778,3313.53,13543.0,32515.5498,32.5155498,97.444,97444,26.6248194,97444,65.69725591,354.691,10338.39,32515.5498,97.444,97444,5031009.72,20309.49
2017-04-03,ASP_monthly,0.77,0.682300545,0.606578406,0.565749703,0.579718638,0.55494087,0.5280875,97.632,2.7,92.78676,4.7,5.0,0.875,4.25,57.7,54.0,51.4,11.8,-5.5,103.613,112.6,3363.3,13451.3,7.8,0.562032191,154.6923077,4393.41308,1221.333088,10865.47431,1092.342919,1989.335285,22272.01038,12660.0,22279.16692,3056.530071,1442.727442,2928.29258,602.7174821,8473.921516,1144.370776,748.2793909,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,0.895526849,127.1542,113.87,52.122898,154.7118515,5.268424612,0.914716189,159.19692,145.62,77.916486,168.0540035,0.967504293826087,0.9710531853043479,0.9758122269130436,0.9844149099565217,52.53869565217392,1230.3782608695653,2.6412173913043477,2.9924347826086954,777.7260869565217,960.8173913043478,3454.5473913043475,2366.822173913043,29.24739130434783,140.00565217391303,11.89782608695652,0.559688939,0.554529726,0.530864895,0.562032191,22382.9915,6272.454713,21866.54572,4136.199,0.339505787,0.383823269,3491.028561,3491.028561,0.489727822,4997.41875,0.479799122,0.201391616,9841.676688,1275.399726,0.307763998,10316.85,75371.40506,22525.4236,0.244893854,6191.623958,983.5676325,0.345036034,6195.55,21866.54572,22525.40017,990,1530,1095,4047,20573.03,27718,89.9,89.9,119.1,89.9,98.1,76.8,60.9,94.7,89.9,5024.54,7514.0,49542.0,57056.0,1950,20573.03,354.691,24177.4798,272.7369999,0.333684473,8852.1659,81.9540001,10.27777778,3313.53,13543.0,32515.5498,32.5155498,97.444,97444,26.6248194,97444,65.69725591,354.691,10338.39,32515.5498,97.444,97444,5031009.72,20309.49
2017-05-01,ASP_monthly,0.77,0.717133889,0.606578406,0.565749703,0.579718638,0.55494087,0.5280875,97.565,2.4,92.51781,4.5,5.0,0.875,4.25,57.2,54.7,51.4,11.3,-3.0,104.259,111.0,3682.9,13585.2,7.6,0.562032191,154.6923077,4393.41308,1221.333088,10865.47431,1092.342919,1989.335285,22272.01038,12660.0,22279.16692,3056.530071,1442.727442,2928.29258,602.7174821,8473.921516,1144.370776,748.2793909,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,1.09314305,118.42,129.45,52.122898,165.7418515,6.060312589,1.089249217,146.78,159.88,77.916486,181.1540035,0.9671904662499999,0.9697586241,0.97762013405,0.98582642145,53.9225,1269.5149999999999,2.585425,3.19135,798.4725000000001,961.82,3475.0629999999996,2357.7915000000003,27.865499999999997,138.0005,13.2775,0.559688939,0.554529726,0.530864895,0.562032191,22382.9915,6272.454713,21866.54572,4136.199,0.339505787,0.383823269,3491.028561,3491.028561,0.489727822,4997.41875,0.479799122,0.201391616,9841.676688,1275.399726,0.307763998,10316.85,75371.40506,22525.4236,0.244893854,6191.623958,983.5676325,0.345036034,6195.55,21866.54572,22525.40017,990,1530,1095,4047,20573.03,27718,89.9,89.9,119.1,89.9,98.1,76.8,60.9,94.7,89.9,5024.54,7514.0,49542.0,57056.0,1950,20573.03,354.691,24177.4798,272.7369999,0.333684473,8852.1659,81.9540001,10.27777778,3313.53,13543.0,32515.5498,32.5155498,97.444,97444,26.6248194,97444,65.69725591,354.691,10338.39,32515.5498,97.444,97444,5031009.72,20309.49
2017-06-01,ASP_monthly,0.77,0.756657953,0.762329566,0.694526222,0.628882139,0.720037289,0.734815253,97.442,2.2,92.51781,4.4,5.0,0.875,4.25,54.8,53.9,51.4,10.7,1.8,104.367,113.4,3518.4,13472.2,6.4,0.70871704,154.6923077,4411.67833,1384.59421,10290.13498,1177.671983,1353.699248,19909.68211,14665.0,19919.75243,2460.627117,1282.700969,2718.81166,413.7762064,7233.660098,1021.332607,835.9002514,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,0.991241418,115.516763,114.505,52.122898,164.7300885,6.174699364,1.053048517,144.5375,152.205,77.916486,188.8215035,0.9649273854782608,0.9654657224782608,0.9775174839565217,0.9854155750869565,51.38434782608695,1244.8,2.549478260869565,3.2356521739130435,791.0152173913043,930.1869565217391,3416.376956521739,2396.236086956522,32.36826086956522,128.41173913043477,10.816521739130435,0.70516814,0.694616261,0.696627304,0.70871704,20549.71945,6311.134709,20669.24632,6371.417,0.449007541,0.35090097,4776.799417,4776.799417,0.489386689,4715.1875,0.511003117,0.189910559,9171.273179,1256.022767,0.334110421,9174.85,91076.71802,20692.32031,0.261335242,5947.345023,924.2432124,0.369367768,5885.5,20669.24632,20692.32031,990,1530,1095,4047,18855.634,27718,92.4,92.4,118.078231,92.4,97.68255927,85.29506976,66.56337046,94.23928875,92.4,5502.93,7514.0,49542.0,57056.0,1798,18855.634,354.691,25852.141,272.7369999,0.363924208,8831.40762,81.9540001,9.388888889,3499.77,12391.51,34854.841,34.854841,95.77,95775,24.29735761,95775,65.69725591,354.691,10338.39,34854.841,95.775,95770,5146549.182,20309.49
2017-07-03,ASP_monthly,0.82,0.763101819,0.762329566,0.694526222,0.628882139,0.720037289,0.734815253,97.546,1.9,92.60746,4.3,5.0,1.125,4.25,54.9,54.1,51.4,10.4,9.0,104.474,112.0,3507.5,13559.0,5.5,0.70871704,154.6923077,4411.67833,1384.59421,10290.13498,1177.671983,1353.699248,19909.68211,14665.0,19919.75243,2460.627117,1282.700969,2718.81166,413.7762064,7233.660098,1021.332607,835.9002514,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,1.041627742,116.677,121.534,52.122898,169.5870885,6.293546226,1.064205479,146.0,155.374,77.916486,198.1955035,0.9653927075,0.9655387949545454,0.9786160664090908,0.9853898958636363,47.553636363636365,1260.0590909090909,2.6019318181818183,2.993590909090909,865.4431818181819,932.0818181818181,3571.9254545454546,2433.9854545454546,31.955454545454543,130.3409090909091,10.513636363636364,0.70516814,0.694616261,0.696627304,0.70871704,20549.71945,6311.134709,20669.24632,6371.417,0.449007541,0.35090097,4776.799417,4776.799417,0.489386689,4715.1875,0.511003117,0.189910559,9171.273179,1256.022767,0.334110421,9174.85,91076.71802,20692.32031,0.261335242,5947.345023,924.2432124,0.369367768,5885.5,20669.24632,20692.32031,990,1530,1095,4047,18855.634,27718,92.4,92.4,118.078231,92.4,97.68255927,85.29506976,66.56337046,94.23928875,92.4,5502.93,7514.0,49542.0,57056.0,1798,18855.634,354.691,25852.141,272.7369999,0.363924208,8831.40762,81.9540001,9.388888889,3499.77,12391.51,34854.841,34.854841,95.77,95775,24.29735761,95775,65.69725591,354.691,10338.39,34854.841,95.775,95770,5146549.182,20309.49
2017-08-01,ASP_monthly,0.82,0.788045624,0.762329566,0.694526222,0.628882139,0.720037289,0.734815253,97.338,1.6,92.42816,4.4,5.0,1.125,4.25,57.8,54.7,51.4,10.2,12.3,102.215,113.3,3717.8,13567.0,5.5,0.70871704,154.6923077,4411.67833,1384.59421,10290.13498,1177.671983,1353.699248,19909.68211,14665.0,19919.75243,2460.627117,1282.700969,2718.81166,413.7762064,7233.660098,1021.332607,835.9002514,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,1.076307545,122.14074,131.461,52.122898,178.9073485,6.34242775,1.083816445,153.0702,165.9,77.916486,211.0253035,0.9652106120476192,0.9661164728095237,0.9773794265714286,0.9848073454285714,49.15190476190477,1235.1,2.726547619047619,2.954952380952381,862.0404761904762,917.742857142857,3690.343333333333,2452.907619047619,30.831904761904763,134.38285714285715,10.309999999999999,0.70516814,0.694616261,0.696627304,0.70871704,20549.71945,6311.134709,20669.24632,6371.417,0.449007541,0.35090097,4776.799417,4776.799417,0.489386689,4715.1875,0.511003117,0.189910559,9171.273179,1256.022767,0.334110421,9174.85,91076.71802,20692.32031,0.261335242,5947.345023,924.2432124,0.369367768,5885.5,20669.24632,20692.32031,990,1530,1095,4047,18855.634,27718,92.4,92.4,118.078231,92.4,97.68255927,85.29506976,66.56337046,94.23928875,92.4,5502.93,7514.0,49542.0,57056.0,1798,18855.634,354.691,25852.141,272.7369999,0.363924208,8831.40762,81.9540001,9.388888889,3499.77,12391.51,34854.841,34.854841,95.77,95775,24.29735761,95775,65.69725591,354.691,10338.39,34854.841,95.775,95770,5146549.182,20309.49
2017-09-01,ASP_monthly,0.82,0.849472677,0.827720097,0.803806119,0.670835468,0.786948253,0.8622966,97.499,1.7,92.33852,4.3,5.0,1.125,4.25,56.3,54.1,51.4,9.7,12.5,100.493,114.6,3726.0,13585.7,5.5,0.771594606,154.6923077,4840.24137,1427.374712,10903.73999,1202.523536,1384.837501,21465.88529,16733.0,21473.28379,2972.291813,1350.632553,2928.515108,434.2677448,8094.594778,1048.443902,868.581172,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,1.063350615,123.19549,131.0,55.868071,186.7118585,6.562434608,1.104695741,154.34114,170.5,104.186066,227.1841635,0.9647068824347826,0.9658769656086956,0.9783984265652174,0.9854758636956522,51.87,1283.795652173913,2.958782608695652,2.905173913043478,915.454347826087,976.0782608695652,3747.0208695652173,2456.223043478261,29.13478260869565,136.44347826086957,11.975652173913044,0.773743846,0.771793847,0.74037431,0.771594606,21560.09263,6657.488621,21719.14763,8675.64,0.534115619,0.308450185,5109.648976,5109.648976,0.430201578,4927.9875,0.516306072,0.180663022,9735.951697,1272.644781,0.315663683,9753.9,91076.71802,21686.2584,0.234615995,6074.102445,909.8129565,0.3440155,6064.5,21719.14763,21686.2584,990,1530,1095,4047,23919.736,27718,91.4,91.4,113.2,91.4,99.2773254,80.9592093,66.32447735,97.23822729,91.4,5577.85,7514.0,49542.0,57056.0,1931,23919.736,354.691,27343.574,272.7369999,0.362904882,12433.56036,81.9540001,9.411764706,3999.36,12095.73,36920.854,36.920854,101.733,101737,25.58743495,101737,65.69725591,354.691,10338.39,36920.784,101.737,101733,5249071.56,20309.49
2017-10-02,ASP_monthly,0.89,0.813173572,0.827720097,0.803806119,0.670835468,0.786948253,0.8622966,98.058,1.9,92.78676,4.4,5.0,1.125,4.25,58.8,53.7,51.4,8.3,11.1,104.151,114.1,3624.7,13722.4,6.3,0.771594606,154.6923077,4840.24137,1427.374712,10903.73999,1202.523536,1384.837501,21465.88529,16733.0,21473.28379,2972.291813,1350.632553,2928.515108,434.2677448,8094.594778,1048.443902,868.581172,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,1.062840527,124.19549,132.0,72.223137,194.5163685,6.781694532,1.097402597,154.0,169.0,131.417552,242.1841635,0.9648797868571428,0.9655288287619047,0.9784814712857143,0.9851376580952381,55.534285714285716,1314.442857142857,2.98947619047619,3.008952380952381,934.8285714285715,967.3714285714285,3834.191904761905,2492.0652380952383,27.642380952380954,137.10142857142858,10.423333333333334,0.773743846,0.771793847,0.74037431,0.771594606,21560.09263,6657.488621,21719.14763,8675.64,0.534115619,0.308450185,5109.648976,5109.648976,0.430201578,4927.9875,0.516306072,0.180663022,9735.951697,1272.644781,0.315663683,9753.9,91076.71802,21686.2584,0.234615995,6074.102445,909.8129565,0.3440155,6064.5,21719.14763,21686.2584,990,1530,1095,4047,23919.736,27718,91.4,91.4,113.2,91.4,99.2773254,80.9592093,66.32447735,97.23822729,91.4,5577.85,7514.0,49542.0,57056.0,1931,23919.736,354.691,27343.574,272.7369999,0.362904882,12433.56036,81.9540001,9.411764706,3999.36,12095.73,36920.854,36.920854,101.733,101737,25.58743495,101737,65.69725591,354.691,10338.39,36920.784,101.737,101733,5249071.56,20309.49
2017-11-01,ASP_monthly,0.89,0.825271358,0.827720097,0.803806119,0.670835468,0.786948253,0.8622966,98.172,2.2,93.32465,4.2,5.0,1.125,4.25,60.8,55.1,51.4,6.3,8.8,102.322,118.6,3599.2,13620.1,6.9,0.771594606,154.6923077,4840.24137,1427.374712,10903.73999,1202.523536,1384.837501,21465.88529,16733.0,21473.28379,2972.291813,1350.632553,2928.515108,434.2677448,8094.594778,1048.443902,868.581172,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,1.047599014,131.538879,137.8,78.5754433,200.7774895,6.609198253,1.030025566,165.044447,170.0,140.04648,247.1397165,0.964141111090909,0.9651122130454546,0.976961218590909,0.9835041151818181,57.64909090909091,1279.25,3.095590909090909,2.912590909090909,953.3272727272728,922.6409090909091,3919.051363636364,2556.997272727273,26.145000000000003,140.50363636363636,10.125454545454545,0.773743846,0.771793847,0.74037431,0.771594606,21560.09263,6657.488621,21719.14763,8675.64,0.534115619,0.308450185,5109.648976,5109.648976,0.430201578,4927.9875,0.516306072,0.180663022,9735.951697,1272.644781,0.315663683,9753.9,91076.71802,21686.2584,0.234615995,6074.102445,909.8129565,0.3440155,6064.5,21719.14763,21686.2584,990,1530,1095,4047,23919.736,27718,91.4,91.4,113.2,91.4,99.2773254,80.9592093,66.32447735,97.23822729,91.4,5577.85,7514.0,49542.0,57056.0,1931,23919.736,354.691,27343.574,272.7369999,0.362904882,12433.56036,81.9540001,9.411764706,3999.36,12095.73,36920.854,36.920854,101.733,101737,25.58743495,101737,65.69725591,354.691,10338.39,36920.784,101.737,101733,5249071.56,20309.49
2017-12-01,ASP_monthly,0.89,0.876508058,0.861271699,0.833185205,0.718679542,0.849478821,0.929363732,98.077,2.0,93.41431,4.1,5.0,1.125,4.25,58.7,53.9,51.4,5.4,10.3,108.348,123.9,3551.0,13829.0,6.9,0.814689895,154.6923077,5086.94242,1469.694368,11591.37768,1229.971129,1732.044826,23012.23933,19778.0,23012.35095,3163.633655,1395.936127,3038.748849,469.423543,8543.420607,1109.844026,913.4200393,54136.33148,11103.797,57504.05628,27.71834634,37.97890956,0.902370687,138.413184,124.9,61.527511,187.2643055,5.85821682,0.984743708,175.527905,172.85,136.84809,244.4618115,0.9620886063636364,0.9639769701818182,0.9770166512727273,0.9822501078181819,62.85545454545454,1281.1863636363635,3.0959999999999996,3.0547272727272725,998.6681818181819,934.1954545454545,4081.1672727272726,2593.7636363636366,27.628181818181815,131.02227272727274,10.510454545454545,0.796242648,0.836270076,0.775442899,0.814689895,24151.86832,6962.856478,23656.58178,10931.45,0.567513758,0.287042094,5400.959825,5400.959825,0.402102537,5695.5,0.53671025,0.163187222,10371.10132,1313.641277,0.305238578,10513.35,91076.71802,24276.72188,0.255630163,7057.759186,974.9506826,0.357818161,7095.3,23656.58178,24276.72188,990,1530,1095,4047,22219.61,27718,89.9,89.9,112.5,89.9,98.3,74.5,69.3,95.1,89.9,5472.13,7514.0,49542.0,57056.0,1771,22219.61,354.691,30187.742,272.7369999,0.352983246,12272.72386,81.9540001,8.555555556,4537.88,13521.08,40197.732,40.197732,113.875,113880,28.9494219,113880,65.69725591,354.691,10338.39,40197.752,113.88,113875,5441913.223,20309.49
